Style2,Width2,Size,Qty On Hand,Expect Date,Qty On PO for Size,Expt PO PO Num
0355274C,,M,100,,0,
0355274C,,SM,100,,0,
0355274C,,XL,100,,0,
0355274C,,XS,100,,0,
0355311C,,L,100,,0,
0355311C,,M,100,,0,
0355311C,,SM,100,,0,
0355311C,,XL,100,,0,
0355311C,,XS,100,,0,
0355313C,,L,100,,0,
0355313C,,M,100,,0,
0355313C,,SM,100,,0,
0355313C,,XL,100,,0,
0355313C,,XS,100,,0,
0355319C,,L,100,,0,
0355319C,,M,100,,0,
0355319C,,SM,100,,0,
0355319C,,XL,100,,0,
0355319C,,XS,100,,0,
0355338C,,L,100,,0,
0355338C,,M,100,,0,
0355338C,,SM,100,,0,
0355338C,,XL,100,,0,
0355338C,,XS,100,,0,
0355340C,,L,100,,0,
0355340C,,M,100,,0,
0355340C,,SM,100,,0,
0355340C,,XL,100,,0,
0355340C,,XS,100,,0,
0355372C,,L,100,,0,
0355372C,,M,100,,0,
0355372C,,SM,100,,0,
0355372C,,XL,100,,0,
0355372C,,XS,100,,0,
0355781C,,L,100,,0,
0355781C,,M,100,,0,
0355781C,,SM,100,,0,
0355781C,,XL,100,,0,
0355781C,,XS,100,,0,
03565C,,L,100,2013-04-26,2,21344
03565C,,M,100,2013-04-26,2,21344
03565C,,SM,100,2013-04-26,1,21344
03565C,,XL,100,2013-04-26,1,21344
03565C,,XS,100,,0,
03568C,,L,100,2013-04-26,10,21345
03568C,,M,100,2013-04-26,10,21345
03568C,,SM,100,2013-04-26,6,21345
03568C,,XL,100,2013-04-26,4,21345
03568C,,XS,100,2013-04-26,2,21345
03572C,,L,100,2013-04-26,4,21346
03572C,,M,100,2013-04-26,4,21346
03572C,,SM,100,2013-04-26,2,21346
03572C,,XL,100,2013-04-26,2,21346
03572C,,XS,100,2013-04-26,1,21346
03602C,,L,100,,0,
03602C,,M,100,,0,
03602C,,SM,100,,0,
03602C,,XL,100,,0,
03602C,,XS,100,,0,
03612C,,L,100,,0,
03612C,,M,100,,0,
03612C,,SM,100,,0,
03612C,,XL,100,,0,
03612C,,XS,100,,0,
037437C,,L,100,,0,
037437C,,M,100,,0,
037437C,,SM,100,,0,
037437C,,XL,100,,0,
037437C,,XS,100,,0,
037810C,,L,100,,0,
037810C,,M,100,,0,
037810C,,SM,100,,0,
037810C,,XL,100,,0,
037810C,,XS,100,,0,
04058C,,L,100,,0,
04058C,,M,100,,0,
04058C,,SM,100,,0,
04058C,,XL,100,,0,
04058C,,XS,100,,0,
04079C,,L,100,,0,
04079C,,M,100,,0,
04079C,,SM,100,,0,
04079C,,XL,100,,0,
04079C,,XS,100,,0,
043100C,,L,100,,0,
043100C,,M,100,,0,
043100C,,SM,100,,0,
043100C,,XL,100,,0,
043100C,,XS,100,,0,
044002C,,L,100,,0,
044002C,,M,100,,0,
044002C,,SM,100,,0,
044002C,,XL,100,,0,
044002C,,XS,100,,0,
044051C,,L,100,,0,
044051C,,M,100,,0,
044051C,,SM,100,,0,
044051C,,XL,100,,0,
044051C,,XS,100,,0,
046107C,,240,100,,0,
046107C,,250,100,,0,
046107C,,260,100,,0,
046107C,,270,100,,0,
046107C,,280,100,,0,
046107C,,290,100,,0,
046968C,,240,100,,0,
046968C,,250,100,,0,
046968C,,260,100,,0,
046968C,,270,100,,0,
046968C,,280,100,,0,
046968C,,290,100,,0,
04720C,,L,100,,0,
04720C,,M,100,,0,
04720C,,SM,100,,0,
04720C,,XL,100,,0,
04720C,,XS,100,,0,
04726C,,L,100,,0,
04726C,,M,100,,0,
04726C,,SM,100,,0,
04726C,,XL,100,,0,
04726C,,XS,100,,0,
04733C,,L,100,,0,
04733C,,M,100,,0,
04733C,,SM,100,,0,
04733C,,XL,100,,0,
04733C,,XS,100,,0,
04741C,,L,100,,0,
04741C,,M,100,,0,
04741C,,SM,100,,0,
04741C,,XL,100,,0,
04741C,,XS,100,,0,
04759C,,L,100,,0,
04759C,,M,100,,0,
04759C,,SM,100,,0,
04759C,,XL,100,,0,
04759C,,XS,100,,0,
04808C,,L,100,,0,
04808C,,M,100,,0,
04808C,,SM,100,,0,
04808C,,XL,100,,0,
04808C,,XS,100,,0,
04809C,,L,100,,0,
04809C,,M,100,,0,
04809C,,SM,100,,0,
04809C,,XL,100,,0,
04809C,,XS,100,,0,
04810C,,L,100,,0,
04810C,,M,100,,0,
04810C,,SM,100,,0,
04810C,,XL,100,,0,
04810C,,XS,100,,0,
04814C,,L,100,,0,
04814C,,M,100,,0,
04814C,,SM,100,,0,
04814C,,XL,100,,0,
04814C,,XS,100,,0,
04815C,,L,100,,0,
04815C,,M,100,,0,
04815C,,SM,100,,0,
04815C,,XL,100,,0,
04815C,,XS,100,,0,
04817C,,L,100,2013-04-30,3,21504
04817C,,M,100,2013-04-30,6,21504
04817C,,SM,100,2013-04-30,5,21504
04817C,,XL,100,2013-04-30,1,21504
04817C,,XS,100,2013-04-30,5,21504
04828C,,L,100,,0,
04828C,,M,100,,0,
04828C,,SM,100,,0,
04828C,,XL,100,,0,
04828C,,XS,100,,0,
04829C,,L,100,,0,
04829C,,M,100,,0,
04829C,,SM,100,,0,
04829C,,XL,100,,0,
04829C,,XS,100,,0,
04833C,,L,100,,0,
04833C,,M,100,,0,
04833C,,SM,100,,0,
04833C,,XL,100,,0,
04833C,,XS,100,,0,
04834C,,L,100,,0,
04834C,,M,100,,0,
04834C,,SM,100,,0,
04834C,,XL,100,,0,
04834C,,XS,100,,0,
04836C,,L,100,,0,
04836C,,M,100,,0,
04836C,,SM,100,,0,
04836C,,XL,100,,0,
04836C,,XS,100,,0,
04838C,,L,100,2013-04-27,5,21512
04838C,,M,100,2013-04-27,6,21512
04838C,,SM,100,2013-04-27,6,21512
04838C,,XL,100,2013-04-27,3,21512
04838C,,XS,100,2013-04-27,3,21512
05077C,,L,100,,0,
05077C,,M,100,,0,
05077C,,SM,100,,0,
05077C,,XL,100,,0,
05077C,,XS,100,,0,
05078C,,L,100,,0,
05078C,,M,100,,0,
05078C,,SM,100,,0,
05078C,,XL,100,,0,
05078C,,XS,100,,0,
05079C,,L,100,,0,
05079C,,M,100,,0,
05079C,,SM,100,,0,
05079C,,XL,100,,0,
05079C,,XS,100,,0,
05081C,,L,100,,0,
05081C,,M,100,,0,
05081C,,SM,100,,0,
05081C,,XL,100,,0,
05081C,,XS,100,,0,
05082C,,L,100,,0,
05082C,,M,100,,0,
05082C,,SM,100,,0,
05082C,,XL,100,,0,
05082C,,XS,100,,0,
05083C,,L,100,,0,
05083C,,M,100,,0,
05083C,,SM,100,,0,
05083C,,XL,100,,0,
05083C,,XS,100,,0,
05084C,,L,100,,0,
05084C,,M,100,,0,
05084C,,SM,100,,0,
05084C,,XL,100,,0,
05084C,,XS,100,,0,
05085C,,L,100,2013-04-27,1,21368
05085C,,M,100,2013-04-27,6,21368
05085C,,SM,100,2013-04-27,8,21368
05085C,,XL,100,2013-04-27,1,21368
05085C,,XS,100,2013-04-27,6,21368
05086C,,L,100,,0,
05086C,,M,100,,0,
05086C,,SM,100,,0,
05086C,,XL,100,,0,
05086C,,XS,100,,0,
05088C,,L,100,,0,
05088C,,M,100,,0,
05088C,,SM,100,,0,
05088C,,XL,100,2013-04-30,2,21502
05088C,,XS,100,,0,
05089C,,L,100,,0,
05089C,,M,100,,0,
05089C,,SM,100,,0,
05089C,,XL,100,,0,
05089C,,XS,100,,0,
0518042C,M,300,100,,0,
0518042C,M,320,100,,0,
0518042C,M,330,100,,0,
0518042C,M,340,100,,0,
0518042C,M,360,100,,0,
0518042C,M,380,100,,0,
0518261C,M,300,100,,0,
0518261C,M,320,100,,0,
0518261C,M,330,100,,0,
0518261C,M,340,100,,0,
0518261C,M,360,100,,0,
0518261C,M,380,100,,0,
052035C,,L,100,,0,
052035C,,M,100,,0,
052035C,,SM,100,,0,
052035C,,XL,100,,0,
052093C,,240,100,,0,
052093C,,250,100,,0,
052093C,,260,100,,0,
052093C,,270,100,,0,
052093C,,280,100,,0,
052093C,,290,100,,0,
052093C,,300,100,,0,
052093C,,310,100,,0,
052093C,,320,100,,0,
052093C,,330,100,,0,
052400C,,L,100,,0,
052400C,,M,100,,0,
052400C,,SM,100,,0,
052400C,,XL,100,,0,
05316C,,L,100,,0,
05316C,,M,100,,0,
05316C,,SM,100,,0,
05316C,,XL,100,,0,
05316C,,XS,100,,0,
05317C,,L,100,,0,
05317C,,M,100,,0,
05317C,,SM,100,,0,
05317C,,XL,100,,0,
05317C,,XS,100,,0,
05318C,,L,100,,0,
05318C,,M,100,,0,
05318C,,SM,100,,0,
05318C,,XL,100,,0,
05318C,,XS,100,,0,
05319C,,L,100,,0,
05319C,,M,100,,0,
05319C,,SM,100,,0,
05319C,,XL,100,,0,
05319C,,XS,100,,0,
05320C,,L,100,,0,
05320C,,M,100,,0,
05320C,,SM,100,,0,
05320C,,XL,100,,0,
05320C,,XS,100,,0,
05323C,,L,100,,0,
05323C,,M,100,,0,
05323C,,SM,100,,0,
05323C,,XL,100,,0,
05323C,,XS,100,,0,
05334C,,L,100,,0,
05334C,,M,100,,0,
05334C,,SM,100,,0,
05334C,,XL,100,,0,
05334C,,XS,100,,0,
05336C,,L,100,,0,
05336C,,M,100,,0,
05336C,,SM,100,,0,
05336C,,XL,100,,0,
05336C,,XS,100,,0,
05342C,,L,100,,0,
05342C,,M,100,,0,
05342C,,SM,100,,0,
05342C,,XL,100,,0,
05342C,,XS,100,,0,
05347C,,L,100,,0,
05347C,,M,100,,0,
05347C,,SM,100,,0,
05347C,,XL,100,,0,
05347C,,XS,100,,0,
05349C,,L,100,,0,
05349C,,M,100,,0,
05349C,,SM,100,,0,
05349C,,XL,100,,0,
05349C,,XS,100,,0,
05353C,,L,100,,0,
05353C,,M,100,,0,
05353C,,SM,100,,0,
05353C,,XL,100,,0,
05353C,,XS,100,,0,
05354C,,L,100,,0,
05354C,,M,100,,0,
05354C,,SM,100,,0,
05354C,,XL,100,,0,
05354C,,XS,100,,0,
05355C,,L,100,,0,
05355C,,M,100,,0,
05355C,,SM,100,,0,
05355C,,XL,100,,0,
05355C,,XS,100,,0,
05367C,,L,100,,0,
05367C,,M,100,,0,
05367C,,SM,100,,0,
05367C,,XL,100,,0,
05367C,,XS,100,,0,
05380C,,L,100,,0,
05380C,,M,100,,0,
05380C,,SM,100,,0,
05380C,,XL,100,,0,
05380C,,XS,100,,0,
05384C,,L,100,,0,
05384C,,M,100,,0,
05384C,,SM,100,,0,
05384C,,XL,100,,0,
05384C,,XS,100,,0,
05395C,,L,100,,0,
05395C,,M,100,,0,
05395C,,SM,100,,0,
05395C,,XL,100,,0,
05395C,,XS,100,,0,
05396C,,L,100,,0,
05396C,,M,100,,0,
05396C,,SM,100,,0,
05396C,,XL,100,,0,
05396C,,XS,100,,0,
05416C,,L,100,,0,
05416C,,M,100,,0,
05416C,,SM,100,,0,
05416C,,XL,100,,0,
05416C,,XS,100,,0,
054363C,,L,100,,0,
054363C,,M,100,,0,
054363C,,SM,100,,0,
054363C,,XL,100,,0,
055002C,,L,100,,0,
055002C,,M,100,,0,
055002C,,SM,100,,0,
055002C,,XL,100,,0,
056002C,,280,100,,0,
056002C,,290,100,,0,
056002C,,300,100,,0,
056002C,,310,100,,0,
056002C,,320,100,,0,
056002C,,330,100,,0,
056002C,,340,100,,0,
056002C,,350,100,,0,
056002C,,360,100,,0,
056053C,,280,100,,0,
056053C,,290,100,,0,
056053C,,300,100,,0,
056053C,,310,100,,0,
056053C,,320,100,,0,
056053C,,330,100,,0,
056053C,,340,100,,0,
056053C,,350,100,,0,
056053C,,360,100,,0,
057002C,,L,100,,0,
057002C,,M,100,,0,
057002C,,SM,100,,0,
057002C,,XL,100,,0,
05781C,,L,100,,0,
05781C,,M,100,,0,
05781C,,SM,100,,0,
05781C,,XL,100,,0,
05781C,,XS,100,,0,
05785C,,L,100,,0,
05785C,,M,100,,0,
05785C,,SM,100,,0,
05785C,,XL,100,,0,
05785C,,XS,100,,0,
059113C,,L,100,,0,
059113C,,M,100,,0,
059113C,,SM,100,,0,
059113C,,XL,100,,0,
059221C,,280,100,,0,
059221C,,290,100,,0,
059221C,,300,100,,0,
059221C,,310,100,,0,
059221C,,320,100,,0,
059221C,,330,100,,0,
059221C,,340,100,,0,
059221C,,350,100,,0,
059221C,,360,100,,0,
059300C,,280,100,,0,
059300C,,290,100,,0,
059300C,,300,100,,0,
059300C,,310,100,,0,
059300C,,320,100,,0,
059300C,,330,100,,0,
059300C,,340,100,,0,
059300C,,350,100,,0,
059300C,,360,100,,0,
06066C,,L,100,,0,
06066C,,M,100,,0,
06066C,,SM,100,,0,
06066C,,XL,100,,0,
06066C,,XS,100,,0,
06068C,,L,100,2013-05-07,9,21393
06068C,,M,100,2013-05-07,10,21393
06068C,,SM,100,2013-05-07,9,21393
06068C,,XL,100,2013-05-07,4,21393
06068C,,XS,100,2013-05-07,5,21393
06069C,,L,100,2013-04-26,5,21397
06069C,,M,100,2013-04-26,7,21397
06069C,,SM,100,,0,
06069C,,XL,100,2013-04-26,3,21397
06069C,,XS,100,2013-04-26,3,21397
06070C,,L,100,2013-04-26,6,21398
06070C,,M,100,2013-04-26,8,21398
06070C,,SM,100,2013-04-26,6,21398
06070C,,XL,100,2013-04-26,3,21398
06070C,,XS,100,2013-04-26,4,21398
06071C,,L,100,2013-04-26,6,21394
06071C,,M,100,2013-04-26,7,21394
06071C,,SM,100,,0,
06071C,,XL,100,2013-04-26,2,21394
06071C,,XS,100,2013-04-26,3,21394
06072C,,L,100,2013-04-26,7,21395
06072C,,M,100,2013-04-26,8,21395
06072C,,SM,100,2013-04-26,7,21395
06072C,,XL,100,2013-04-26,3,21395
06072C,,XS,100,2013-04-26,3,21395
06075C,,L,100,,0,
06075C,,M,100,,0,
06075C,,SM,100,,0,
06075C,,XL,100,,0,
06075C,,XS,100,,0,
06076C,,L,100,,0,
06076C,,M,100,,0,
06076C,,SM,100,,0,
06076C,,XL,100,,0,
06076C,,XS,100,,0,
06078C,,L,100,2013-04-26,9,21396
06078C,,M,100,2013-04-26,11,21396
06078C,,SM,100,2013-04-26,9,21396
06078C,,XL,100,2013-04-26,5,21396
06078C,,XS,100,2013-04-26,5,21396
06080C,,L,100,,0,
06080C,,M,100,,0,
06080C,,SM,100,,0,
06080C,,XL,100,,0,
06080C,,XS,100,,0,
06082C,,L,100,,0,
06082C,,M,100,,0,
06082C,,SM,100,,0,
06082C,,XL,100,,0,
06082C,,XS,100,,0,
06083C,,L,100,2013-04-27,3,21372
06083C,,M,100,2013-04-27,7,21372
06083C,,SM,100,2013-04-27,4,21372
06083C,,XL,100,2013-04-27,1,21372
06083C,,XS,100,2013-04-27,6,21372
06084C,,L,100,,0,
06084C,,M,100,,0,
06084C,,SM,100,,0,
06084C,,XL,100,,0,
06084C,,XS,100,,0,
06085C,,L,100,,0,
06085C,,M,100,,0,
06085C,,SM,100,,0,
06085C,,XL,100,,0,
06085C,,XS,100,,0,
06086C,,L,100,2013-04-27,2,21371
06086C,,M,100,2013-04-27,4,21371
06086C,,SM,100,2013-04-27,1,21371
06086C,,XL,100,2013-04-27,1,21371
06086C,,XS,100,2013-04-27,4,21371
06087C,,L,100,,0,
06087C,,M,100,,0,
06087C,,SM,100,,0,
06087C,,XL,100,,0,
06087C,,XS,100,,0,
06088C,,L,100,,0,
06088C,,M,100,,0,
06088C,,SM,100,,0,
06088C,,XL,100,,0,
06088C,,XS,100,,0,
06089C,,L,100,2013-04-26,2,21369
06089C,,M,100,2013-04-26,5,21369
06089C,,SM,100,2013-04-26,6,21369
06089C,,XL,100,2013-04-26,1,21369
06089C,,XS,100,2013-04-26,5,21369
06092C,,L,100,,0,
06092C,,M,100,,0,
06092C,,SM,100,,0,
06092C,,XL,100,,0,
06092C,,XS,100,,0,
06395C,,L,100,2013-04-26,2,21370
06395C,,M,100,2013-04-26,5,21370
06395C,,SM,100,2013-04-26,3,21370
06395C,,XL,100,2013-04-26,1,21370
06395C,,XS,100,,0,
0646548C,,L,100,,0,
0646548C,,M,100,,0,
0646548C,,SM,100,,0,
0646548C,,XL,100,2013-04-25,1,21916
0646548C,,XS,100,,0,
0646648C,,L,100,,0,
0646648C,,M,100,,0,
0646648C,,SM,100,,0,
0646648C,,XL,100,,0,
0646648C,,XS,100,,0,
06600C,,L,100,,0,
06600C,,M,100,,0,
06600C,,SM,100,2013-04-19,4,21373
06600C,,XL,100,2013-04-19,1,21373
06600C,,XS,100,2013-04-19,4,21373
066476C,,240,100,,0,
066476C,,250,100,,0,
066476C,,260,100,,0,
066476C,,270,100,,0,
066476C,,280,100,,0,
066476C,,290,100,,0,
066476C,,300,100,,0,
066476C,,310,100,,0,
066476C,,320,100,,0,
066476C,,330,100,,0,
067438C,,L,100,,0,
067438C,,M,100,,0,
067438C,,SM,100,,0,
067438C,,XL,100,,0,
071607C,,L,100,,0,
071607C,,M,100,,0,
071607C,,SM,100,,0,
071607C,,XL,100,,0,
074055C,,L,100,,0,
074055C,,M,100,,0,
074055C,,SM,100,,0,
074055C,,XL,100,,0,
080001C,,L,100,,0,
080001C,,M,100,,0,
080001C,,SM,100,,0,
080001C,,XL,100,,0,
080001C,,XS,100,,0,
080312C,,L,100,,0,
080312C,,M,100,,0,
080312C,,SM,100,,0,
080312C,,XL,100,,0,
080312C,,XS,100,,0,
082051C,,L,100,,0,
082051C,,M,100,,0,
082051C,,SM,100,,0,
082051C,,XL,100,,0,
082051C,,XS,100,,0,
088002C,,L,100,,0,
088002C,,M,100,,0,
088002C,,SM,100,,0,
088002C,,XL,100,,0,
088002C,,XS,100,,0,
088002C,,XXL,100,,0,
090001C,,L,100,,0,
090001C,,M,100,,0,
090001C,,SM,100,,0,
090001C,,XL,100,,0,
090001C,,XS,100,,0,
092002C,,L,100,,0,
092002C,,M,100,,0,
092002C,,SM,100,,0,
092002C,,XL,100,,0,
092002C,,XS,100,,0,
092477C,,L,100,,0,
092477C,,M,100,,0,
092477C,,SM,100,,0,
092477C,,XL,100,,0,
092477C,,XS,100,,0,
093002C,,L,100,,0,
093002C,,M,100,,0,
093002C,,SM,100,,0,
093002C,,XL,100,,0,
093002C,,XS,100,,0,
093400C,,L,100,,0,
093400C,,M,100,,0,
093400C,,SM,100,,0,
093400C,,XL,100,,0,
093400C,,XS,100,,0,
093461C,,L,100,,0,
093461C,,M,100,,0,
093461C,,SM,100,,0,
093461C,,XL,100,,0,
093461C,,XS,100,,0,
093540C,,L,100,,0,
093540C,,M,100,,0,
093540C,,SM,100,,0,
093540C,,XL,100,,0,
093540C,,XS,100,,0,
093614C,,L,100,,0,
093614C,,M,100,,0,
093614C,,SM,100,,0,
093614C,,XL,100,,0,
093614C,,XS,100,,0,
094001C,,L,100,,0,
094001C,,M,100,,0,
094001C,,SM,100,,0,
094001C,,XL,100,,0,
094001C,,XS,100,,0,
094002C,,L,100,,0,
094002C,,M,100,,0,
094002C,,SM,100,,0,
094002C,,XL,100,,0,
094002C,,XS,100,,0,
094220C,,300,100,,0,
094220C,,320,100,,0,
094220C,,330,100,,0,
094220C,,340,100,,0,
094220C,,360,100,,0,
094406C,,300,100,,0,
094406C,,320,100,,0,
094406C,,330,100,,0,
094406C,,340,100,,0,
094406C,,360,100,,0,
094742C,,L,100,,0,
094742C,,M,100,,0,
094742C,,SM,100,,0,
094742C,,XL,100,,0,
094742C,,XS,100,,0,
095001C,,L,100,,0,
095001C,,M,100,,0,
095001C,,SM,100,,0,
095001C,,XL,100,,0,
095001C,,XS,100,,0,
095002C,,L,100,,0,
095002C,,M,100,,0,
095002C,,SM,100,,0,
095002C,,XL,100,,0,
095002C,,XS,100,,0,
095030C,,L,100,,0,
095030C,,M,100,,0,
095030C,,SM,100,,0,
095030C,,XL,100,,0,
095030C,,XS,100,,0,
095055C,,L,100,,0,
095055C,,M,100,,0,
095055C,,SM,100,,0,
095055C,,XL,100,,0,
096406C,,300,100,,0,
096406C,,320,100,,0,
096406C,,330,100,,0,
096406C,,340,100,,0,
096406C,,360,100,,0,
098001C,,L,100,,0,
098001C,,M,100,,0,
098001C,,SM,100,,0,
098001C,,XL,100,,0,
098001C,,XS,100,,0,
098040C,,L,100,,0,
098040C,,M,100,,0,
098040C,,SM,100,,0,
098040C,,XL,100,,0,
098040C,,XS,100,,0,
098106C,,240,100,,0,
098106C,,250,100,,0,
098106C,,260,100,,0,
098106C,,270,100,,0,
098106C,,280,100,,0,
098106C,,290,100,,0,
098447C,,L,100,,0,
098447C,,M,100,,0,
098447C,,SM,100,,0,
098447C,,XL,100,,0,
098447C,,XS,100,,0,
098712C,,L,100,,0,
098712C,,M,100,,0,
098712C,,SM,100,,0,
098712C,,XL,100,,0,
098712C,,XS,100,,0,
099040C,,L,100,,0,
099040C,,M,100,,0,
099040C,,SM,100,,0,
099040C,,XL,100,,0,
099040C,,XS,100,,0,
100027F,M,040,100,,0,
100027F,M,050,100,,0,
100027F,M,060,100,,0,
100027F,M,070,100,,0,
100027F,M,080,100,,0,
100027F,M,090,100,,0,
100027F,M,100,100,,0,
100027F,M,110,100,,0,
100027F,M,120,100,,0,
100027F,M,130,100,,0,
100029F,M,030,100,,0,
100029F,M,040,100,,0,
100029F,M,050,100,,0,
100029F,M,060,100,,0,
100029F,M,070,100,,0,
100029F,M,080,100,,0,
100029F,M,090,100,,0,
100029F,M,100,100,,0,
100029F,M,110,100,,0,
100029F,M,120,100,,0,
100029F,M,130,100,,0,
100030F,M,030,100,,0,
100030F,M,040,100,,0,
100030F,M,050,100,,0,
100030F,M,060,100,,0,
100030F,M,070,100,,0,
100030F,M,080,100,,0,
100030F,M,090,100,,0,
100030F,M,100,100,,0,
100030F,M,110,100,,0,
100030F,M,120,100,,0,
100030F,M,130,100,,0,
100033F,M,030,100,,0,
100033F,M,040,100,,0,
100033F,M,050,100,,0,
100033F,M,060,100,,0,
100033F,M,070,100,,0,
100033F,M,080,100,,0,
100033F,M,090,100,,0,
100033F,M,100,100,,0,
100033F,M,110,100,,0,
100033F,M,120,100,,0,
100033F,M,130,100,,0,
100038F,M,030,100,,0,
100038F,M,040,100,,0,
100038F,M,050,100,,0,
100038F,M,060,100,,0,
100038F,M,070,100,,0,
100038F,M,080,100,,0,
100038F,M,090,100,,0,
100038F,M,100,100,,0,
100038F,M,110,100,,0,
100038F,M,120,100,,0,
100038F,M,130,100,,0,
100041F,M,030,100,,0,
100041F,M,040,100,,0,
100041F,M,050,100,,0,
100041F,M,060,100,,0,
100041F,M,070,100,,0,
100041F,M,080,100,,0,
100041F,M,090,100,,0,
100041F,M,100,100,,0,
100041F,M,110,100,,0,
100041F,M,120,100,,0,
100041F,M,130,100,,0,
100045F,M,030,100,,0,
100045F,M,040,100,,0,
100045F,M,050,100,,0,
100045F,M,060,100,,0,
100045F,M,070,100,,0,
100045F,M,080,100,,0,
100045F,M,090,100,,0,
100045F,M,100,100,,0,
100045F,M,110,100,,0,
100045F,M,120,100,,0,
100045F,M,130,100,,0,
100051,M,040,100,,0,
100051,M,045,100,,0,
100051,M,050,100,,0,
100051,M,055,100,,0,
100051,M,060,100,,0,
100051,M,065,100,,0,
100051,M,070,100,,0,
100051,M,075,100,,0,
100051,M,080,100,,0,
100051,M,085,100,,0,
100051,M,090,100,,0,
100051,M,095,100,,0,
100051,M,100,100,,0,
100051,M,105,100,,0,
100051,M,110,100,,0,
100051,M,120,100,,0,
100051,M,130,100,,0,
100060,M,040,100,,0,
100060,M,045,100,,0,
100060,M,050,100,,0,
100060,M,055,100,,0,
100060,M,060,100,,0,
100060,M,065,100,,0,
100060,M,070,100,,0,
100060,M,075,100,,0,
100060,M,080,100,,0,
100060,M,085,100,,0,
100060,M,090,100,,0,
100060,M,095,100,,0,
100060,M,100,100,,0,
100060,M,105,100,,0,
100060,M,110,100,,0,
100060,M,120,100,,0,
100060,M,130,100,,0,
100065F,M,040,100,,0,
100065F,M,045,100,,0,
100065F,M,050,100,,0,
100065F,M,055,100,,0,
100065F,M,060,100,,0,
100065F,M,065,100,,0,
100065F,M,070,100,,0,
100065F,M,075,100,,0,
100065F,M,080,100,,0,
100065F,M,085,100,,0,
100065F,M,090,100,,0,
100065F,M,095,100,,0,
100065F,M,100,100,,0,
100065F,M,105,100,,0,
100065F,M,110,100,,0,
100065F,M,120,100,,0,
100065F,M,130,100,,0,
100068F,M,040,100,,0,
100068F,M,045,100,,0,
100068F,M,050,100,,0,
100068F,M,055,100,,0,
100068F,M,060,100,,0,
100068F,M,065,100,,0,
100068F,M,070,100,,0,
100068F,M,075,100,,0,
100068F,M,080,100,,0,
100068F,M,085,100,,0,
100068F,M,090,100,,0,
100068F,M,095,100,,0,
100068F,M,100,100,,0,
100068F,M,105,100,,0,
100068F,M,110,100,,0,
100068F,M,120,100,,0,
100068F,M,130,100,,0,
100069F,M,040,100,,0,
100069F,M,045,100,,0,
100069F,M,050,100,,0,
100069F,M,055,100,,0,
100069F,M,060,100,,0,
100069F,M,065,100,,0,
100069F,M,070,100,,0,
100069F,M,075,100,,0,
100069F,M,080,100,,0,
100069F,M,085,100,,0,
100069F,M,090,100,,0,
100069F,M,095,100,,0,
100069F,M,100,100,,0,
100069F,M,105,100,,0,
100069F,M,110,100,,0,
100069F,M,120,100,,0,
100069F,M,130,100,,0,
100074,M,050,100,,0,
100074,M,060,100,,0,
100074,M,070,100,,0,
100074,M,080,100,,0,
100074,M,090,100,,0,
100074,M,100,100,,0,
100096F,M,030,100,,0,
100096F,M,040,100,,0,
100096F,M,050,100,,0,
100096F,M,060,100,,0,
100096F,M,070,100,,0,
100096F,M,080,100,,0,
100096F,M,090,100,,0,
100096F,M,100,100,,0,
100096F,M,110,100,,0,
100096F,M,120,100,,0,
100096F,M,130,100,,0,
100100,M,040,100,,0,
100100,M,045,100,,0,
100100,M,050,100,,0,
100100,M,055,100,,0,
100100,M,060,100,,0,
100100,M,065,100,,0,
100100,M,070,100,,0,
100100,M,075,100,,0,
100100,M,080,100,,0,
100100,M,085,100,,0,
100100,M,090,100,,0,
100100,M,095,100,,0,
100100,M,100,100,,0,
100105F,M,030,100,,0,
100105F,M,040,100,,0,
100105F,M,050,100,,0,
100105F,M,060,100,,0,
100105F,M,070,100,,0,
100105F,M,080,100,,0,
100105F,M,090,100,,0,
100105F,M,100,100,,0,
100105F,M,110,100,,0,
100105F,M,120,100,,0,
100105F,M,130,100,,0,
100107F,M,040,100,,0,
100107F,M,050,100,,0,
100107F,M,060,100,,0,
100107F,M,070,100,,0,
100107F,M,080,100,,0,
100107F,M,090,100,,0,
100107F,M,100,100,,0,
100107F,M,110,100,,0,
100107F,M,120,100,,0,
100107F,M,130,100,,0,
100108F,M,030,100,,0,
100108F,M,035,100,,0,
100108F,M,040,100,,0,
100108F,M,045,100,,0,
100108F,M,050,100,,0,
100108F,M,055,100,,0,
100108F,M,060,100,,0,
100108F,M,065,100,,0,
100108F,M,070,100,,0,
100108F,M,075,100,,0,
100108F,M,080,100,,0,
100108F,M,090,100,,0,
100108F,M,095,100,,0,
100108F,M,100,100,,0,
100108F,M,105,100,,0,
100108F,M,110,100,,0,
100108F,M,120,100,,0,
100108F,M,130,100,,0,
100113F,M,030,100,,0,
100113F,M,040,100,,0,
100113F,M,050,100,,0,
100113F,M,060,100,,0,
100113F,M,070,100,,0,
100113F,M,080,100,,0,
100113F,M,090,100,,0,
100113F,M,100,100,,0,
100113F,M,110,100,,0,
100113F,M,120,100,,0,
100113F,M,130,100,,0,
100116,M,040,100,,0,
100116,M,045,100,,0,
100116,M,050,100,,0,
100116,M,055,100,,0,
100116,M,060,100,,0,
100116,M,065,100,,0,
100116,M,070,100,,0,
100116,M,075,100,,0,
100116,M,080,100,,0,
100116,M,085,100,,0,
100116,M,090,100,,0,
100116,M,095,100,,0,
100116,M,100,100,,0,
